"","N","T","coef1_ols","sd1_ols","coef2_ols","sd2_ols","coef1_within","sd1_within","coef2_within","sd2_within","coef1_infeasible","sd1_infeasible","coef2_infeasible","sd2_infeasible","coef1_interactive","sd1_interactive","coef2_interactive","sd2_interactive"
"1",100,3,1.10017875084538,0.0922736946839801,3.09016998066055,0.0834956002909287,1.38236580261724,0.131193703133287,3.30368680344183,0.10294175305167,0.885758620675153,0.138441875542263,3.05400799918698,0.170101004761119,0.965354229022279,0.266241285050501,3.05856298977812,0.268884297759904
"2",100,5,1.11107674605833,0.0637096385021814,3.15313221733761,0.100346673884454,1.40727061368019,0.0789188643982418,3.40588320010595,0.109827240963653,1.02434382007016,0.0732289314990793,3.02449344544708,0.100641722112217,1.02533145460414,0.0976975616200409,3.05587096223139,0.162622985783882
"3",100,10,1.13150183434478,0.056051463987615,3.12320253231053,0.0674580756669393,1.38971620954333,0.0481116499424452,3.38147218590322,0.0654515587345476,1.01116470879632,0.0393134010045402,3.01139098419199,0.0349000058010971,1.01815147314807,0.0579576841797267,3.0088687636484,0.0282816399924348
"4",100,20,1.1120444498464,0.0228242072724545,3.15778642289005,0.0398039019401573,1.38777783238109,0.034188250841723,3.41653588927904,0.0327436086585974,0.984772531369358,0.0194970178172719,3.02107503555417,0.0292384838484653,0.986183010213557,0.0293859770483451,3.02876853813923,0.0309861281226891
"5",100,50,1.14090585958898,0.0209917777708947,3.12314866734738,0.00926915509731338,1.40619257853521,0.027118428658824,3.38595567833956,0.0251799628414249,1.01088238046504,0.0182287744788096,2.99181791858074,0.0161087610652842,1.00777361110522,0.0201175810791658,2.99428143786174,0.0186740425466914
"6",100,100,1.140347142634,0.0169054201237548,3.14035102763386,0.0163291192844857,1.41342938046053,0.0163542235044844,3.41092383466448,0.01766097164556,0.999730009685782,0.0153797717448064,2.99955643618246,0.0154214948343411,0.998978786370657,0.0164161081618858,3.00035666927246,0.0143553993824631
"7",3,100,1.08744301307785,0.057422254224617,3.17224684862215,0.0614848185436706,1.35261490919421,0.0931272641749667,3.45252762007757,0.132458724066548,0.981865309730604,0.0500895823142126,3.03516891584846,0.0727415974745404,1.06582234808296,0.133212391302211,3.17202610134554,0.290822947716946
"8",5,100,1.10134803125143,0.0436120021925788,3.09959101793887,0.0451279140304333,1.34222582633151,0.0566769724149268,3.33498549204942,0.0767072989928905,1.01375243790321,0.0302601367292566,3.0145840704148,0.0415300584981837,1.04565813120813,0.0776154393188583,3.01892952013884,0.0887766918352104
"9",10,100,1.1186946490675,0.0570833644382135,3.14065635393159,0.0496677355559734,1.41039342637142,0.083579398576801,3.40808253767486,0.0467580948674361,0.996199485225197,0.0413813922603009,2.99064811087217,0.0469724461577957,0.983296383671246,0.073864146426019,2.9666634972345,0.0961949885321768
"10",20,100,1.12186887050863,0.0389138769322407,3.14558677887102,0.0500577311492756,1.37274706735546,0.0364337984300069,3.39225827373774,0.0488365307509839,0.996844239520531,0.034222210056231,3.00259882697074,0.0305501190472809,0.987552213617268,0.0418752846304302,3.02341679220187,0.0424538373165665
"11",50,100,1.13351914859795,0.0423061634966441,3.13083558223177,0.037421408365093,1.39602196656879,0.0407803684343112,3.39379679395321,0.0313791138326666,1.00498711228363,0.026369042798142,2.99425373446506,0.0231313661811697,1.00846007954201,0.0270021362644602,2.99732172837834,0.0325714329758983
